"","Gene","F_values","P_values","Genetic.Elements","stage","counts","Sample","logCounts"
"386","BB_0198_-_guanosine-3',5'-bis(diphosphate)_3'-pyrophosphohydrolase",6.3815231116529,0.0326996952914306,"Chromosome","Stationary",215.649,"Stationary Sample 7",2.33374744859146
"387","BB_0198_-_guanosine-3',5'-bis(diphosphate)_3'-pyrophosphohydrolase",6.3815231116529,0.0326996952914306,"Chromosome","Mid",423.487,"Mid Sample 4",2.62684008310847
"388","BB_0199_-_hypothetical_protein",7.69383937398103,0.0220781558436137,"Chromosome","Early",122.641,"Early Sample 1",2.08863568304586
"389","BB_0199_-_hypothetical_protein",7.69383937398103,0.0220781558436137,"Chromosome","Stationary",9.96149,"Stationary Sample 8",0.998324303321329
"390","BB_0199_-_hypothetical_protein",7.69383937398103,0.0220781558436137,"Chromosome","Mid",112.802,"Mid Sample 6",2.05231679983583
"391","BB_0199_-_hypothetical_protein",7.69383937398103,0.0220781558436137,"Chromosome","Stationary",95.1692,"Stationary Sample 9",1.97849641861223
"392","BB_0199_-_hypothetical_protein",7.69383937398103,0.0220781558436137,"Chromosome","Early",188.407,"Early Sample 2",2.27509703436396
"393","BB_0199_-_hypothetical_protein",7.69383937398103,0.0220781558436137,"Chromosome","Early",137.558,"Early Sample 3",2.13848585284874
"394","BB_0199_-_hypothetical_protein",7.69383937398103,0.0220781558436137,"Chromosome","Mid",140.709,"Mid Sample 4",2.14832187657712
"395","BB_0199_-_hypothetical_protein",7.69383937398103,0.0220781558436137,"Chromosome","Mid",124.729,"Mid Sample 5",2.09596744045305
"396","BB_0199_-_hypothetical_protein",7.69383937398103,0.0220781558436137,"Chromosome","Stationary",41.7406,"Stationary Sample 7",1.62055868753768
"397","BB_0203_hflK_protein_HflK",5.9693194313085,0.0374184066720091,"Chromosome","Stationary",196.766,"Stationary Sample 9",2.29395005706254
"398","BB_0203_hflK_protein_HflK",5.9693194313085,0.0374184066720091,"Chromosome","Early",304.607,"Early Sample 3",2.48373987938887
"399","BB_0203_hflK_protein_HflK",5.9693194313085,0.0374184066720091,"Chromosome","Early",351.43,"Early Sample 2",2.54583883251026
"400","BB_0203_hflK_protein_HflK",5.9693194313085,0.0374184066720091,"Chromosome","Stationary",92.8045,"Stationary Sample 8",1.96756903524673
"401","BB_0203_hflK_protein_HflK",5.9693194313085,0.0374184066720091,"Chromosome","Early",284.294,"Early Sample 1",2.45376769404011
"402","BB_0203_hflK_protein_HflK",5.9693194313085,0.0374184066720091,"Chromosome","Mid",226.303,"Mid Sample 5",2.35469031124509
"403","BB_0203_hflK_protein_HflK",5.9693194313085,0.0374184066720091,"Chromosome","Stationary",210.496,"Stationary Sample 7",2.32324384746654
"404","BB_0203_hflK_protein_HflK",5.9693194313085,0.0374184066720091,"Chromosome","Mid",237.49,"Mid Sample 6",2.37564532749246
"405","BB_0203_hflK_protein_HflK",5.9693194313085,0.0374184066720091,"Chromosome","Mid",327.419,"Mid Sample 4",2.51510387775073
"406","BB_0204_hflC_protein_HflC",5.97291633022004,0.0373734258843539,"Chromosome","Stationary",379.853,"Stationary Sample 9",2.57961556072135
"407","BB_0204_hflC_protein_HflC",5.97291633022004,0.0373734258843539,"Chromosome","Mid",352.823,"Mid Sample 5",2.5475568883858
"408","BB_0204_hflC_protein_HflC",5.97291633022004,0.0373734258843539,"Chromosome","Mid",531.009,"Mid Sample 4",2.72510188194251
"409","BB_0204_hflC_protein_HflC",5.97291633022004,0.0373734258843539,"Chromosome","Early",582.474,"Early Sample 2",2.76527654444734
"410","BB_0204_hflC_protein_HflC",5.97291633022004,0.0373734258843539,"Chromosome","Early",555.881,"Early Sample 1",2.74498183011668
"411","BB_0204_hflC_protein_HflC",5.97291633022004,0.0373734258843539,"Chromosome","Early",639.778,"Early Sample 3",2.80602930195179
"412","BB_0204_hflC_protein_HflC",5.97291633022004,0.0373734258843539,"Chromosome","Stationary",436.978,"Stationary Sample 7",2.64045957262463
"413","BB_0204_hflC_protein_HflC",5.97291633022004,0.0373734258843539,"Chromosome","Stationary",216.514,"Stationary Sample 8",2.33548598348924
"414","BB_0204_hflC_protein_HflC",5.97291633022004,0.0373734258843539,"Chromosome","Mid",372.832,"Mid Sample 6",2.5715131805784
"415","BB_0205_-_hypothetical_protein",12.739441324936,0.0069246180811351,"Chromosome","Mid",220.28,"Mid Sample 5",2.34297506780924
"416","BB_0205_-_hypothetical_protein",12.739441324936,0.0069246180811351,"Chromosome","Stationary",182.939,"Stationary Sample 9",2.26230630077029
"417","BB_0205_-_hypothetical_protein",12.739441324936,0.0069246180811351,"Chromosome","Early",255.872,"Early Sample 2",2.40802276376599
"418","BB_0205_-_hypothetical_protein",12.739441324936,0.0069246180811351,"Chromosome","Stationary",136.845,"Stationary Sample 7",2.13622893391948
"419","BB_0205_-_hypothetical_protein",12.739441324936,0.0069246180811351,"Chromosome","Mid",225.062,"Mid Sample 6",2.35230217388345
"420","BB_0205_-_hypothetical_protein",12.739441324936,0.0069246180811351,"Chromosome","Mid",224.443,"Mid Sample 4",2.35110606503382
"421","BB_0205_-_hypothetical_protein",12.739441324936,0.0069246180811351,"Chromosome","Stationary",119.511,"Stationary Sample 8",2.07740788034224
"422","BB_0205_-_hypothetical_protein",12.739441324936,0.0069246180811351,"Chromosome","Early",213.534,"Early Sample 3",2.32946703550512
"423","BB_0205_-_hypothetical_protein",12.739441324936,0.0069246180811351,"Chromosome","Early",225.482,"Early Sample 1",2.35311187830848
"424","BB_0208_-_hypothetical_protein",8.68448208337592,0.0169252605585015,"Chromosome","Early",171.684,"Early Sample 2",2.23472982320115
"425","BB_0208_-_hypothetical_protein",8.68448208337592,0.0169252605585015,"Chromosome","Early",133.478,"Early Sample 3",2.12540969067476
"426","BB_0208_-_hypothetical_protein",8.68448208337592,0.0169252605585015,"Chromosome","Mid",126.611,"Mid Sample 4",2.10247143894967
"427","BB_0208_-_hypothetical_protein",8.68448208337592,0.0169252605585015,"Chromosome","Mid",144.414,"Mid Sample 5",2.1596092973058
"428","BB_0208_-_hypothetical_protein",8.68448208337592,0.0169252605585015,"Chromosome","Early",110.326,"Early Sample 1",2.04267787260247
"429","BB_0208_-_hypothetical_protein",8.68448208337592,0.0169252605585015,"Chromosome","Stationary",45.3323,"Stationary Sample 7",1.65640775417822
"430","BB_0208_-_hypothetical_protein",8.68448208337592,0.0169252605585015,"Chromosome","Mid",111.605,"Mid Sample 6",2.04768365180377
"431","BB_0208_-_hypothetical_protein",8.68448208337592,0.0169252605585015,"Chromosome","Stationary",15.0863,"Stationary Sample 8",1.17858273966848
"432","BB_0208_-_hypothetical_protein",8.68448208337592,0.0169252605585015,"Chromosome","Stationary",85.7319,"Stationary Sample 9",1.93314244871649
"433","BB_0211_-_DNA_mismatch_repair_protein",6.5448544437964,0.0310495874673664,"Chromosome","Early",403.723,"Early Sample 3",2.60608349176491
"434","BB_0211_-_DNA_mismatch_repair_protein",6.5448544437964,0.0310495874673664,"Chromosome","Mid",234.949,"Mid Sample 5",2.37097360090012
"435","BB_0211_-_DNA_mismatch_repair_protein",6.5448544437964,0.0310495874673664,"Chromosome","Stationary",64.2534,"Stationary Sample 8",1.80789611351571
"436","BB_0211_-_DNA_mismatch_repair_protein",6.5448544437964,0.0310495874673664,"Chromosome","Mid",207.157,"Mid Sample 6",2.31629961303866
"437","BB_0211_-_DNA_mismatch_repair_protein",6.5448544437964,0.0310495874673664,"Chromosome","Stationary",204.485,"Stationary Sample 9",2.31066145583404
"438","BB_0211_-_DNA_mismatch_repair_protein",6.5448544437964,0.0310495874673664,"Chromosome","Mid",349.335,"Mid Sample 4",2.54324209993876
"439","BB_0211_-_DNA_mismatch_repair_protein",6.5448544437964,0.0310495874673664,"Chromosome","Early",428.113,"Early Sample 2",2.63155841574027
"440","BB_0211_-_DNA_mismatch_repair_protein",6.5448544437964,0.0310495874673664,"Chromosome","Stationary",242.722,"Stationary Sample 7",2.38510914199154
"441","BB_0211_-_DNA_mismatch_repair_protein",6.5448544437964,0.0310495874673664,"Chromosome","Early",338.001,"Early Sample 1",2.52891798517067
"442","BB_0218_pstB_phosphate_ABC_transporter_ATP-binding_protein",11.8725807193204,0.00820738412843238,"Chromosome","Stationary",86.6087,"Stationary Sample 7",1.93756151987202
"443","BB_0218_pstB_phosphate_ABC_transporter_ATP-binding_protein",11.8725807193204,0.00820738412843238,"Chromosome","Mid",231.897,"Mid Sample 6",2.36529513030304
"444","BB_0218_pstB_phosphate_ABC_transporter_ATP-binding_protein",11.8725807193204,0.00820738412843238,"Chromosome","Early",333.612,"Early Sample 2",2.5232416637884
"445","BB_0218_pstB_phosphate_ABC_transporter_ATP-binding_protein",11.8725807193204,0.00820738412843238,"Chromosome","Early",247.873,"Early Sample 3",2.39422922305817
"446","BB_0218_pstB_phosphate_ABC_transporter_ATP-binding_protein",11.8725807193204,0.00820738412843238,"Chromosome","Stationary",182.041,"Stationary Sample 9",2.26016921253689
"447","BB_0218_pstB_phosphate_ABC_transporter_ATP-binding_protein",11.8725807193204,0.00820738412843238,"Chromosome","Stationary",47.4012,"Stationary Sample 8",1.67578933633192
"448","BB_0218_pstB_phosphate_ABC_transporter_ATP-binding_protein",11.8725807193204,0.00820738412843238,"Chromosome","Mid",238.718,"Mid Sample 4",2.37788516725118
"449","BB_0218_pstB_phosphate_ABC_transporter_ATP-binding_protein",11.8725807193204,0.00820738412843238,"Chromosome","Mid",227.481,"Mid Sample 5",2.3569451287305
"450","BB_0218_pstB_phosphate_ABC_transporter_ATP-binding_protein",11.8725807193204,0.00820738412843238,"Chromosome","Early",284.015,"Early Sample 1",2.45334127753013
"451","BB_0220_-_alanine--tRNA_ligase",5.53645170108089,0.0434041845923506,"Chromosome","Stationary",1285.49,"Stationary Sample 7",3.1090687025567
"452","BB_0220_-_alanine--tRNA_ligase",5.53645170108089,0.0434041845923506,"Chromosome","Stationary",1798.32,"Stationary Sample 8",3.25486697430971
"453","BB_0220_-_alanine--tRNA_ligase",5.53645170108089,0.0434041845923506,"Chromosome","Mid",974.749,"Mid Sample 6",2.98889279831531
"454","BB_0220_-_alanine--tRNA_ligase",5.53645170108089,0.0434041845923506,"Chromosome","Early",1043.13,"Early Sample 1",3.01833843571747
"455","BB_0220_-_alanine--tRNA_ligase",5.53645170108089,0.0434041845923506,"Chromosome","Early",1017.54,"Early Sample 2",3.00755149056342
"456","BB_0220_-_alanine--tRNA_ligase",5.53645170108089,0.0434041845923506,"Chromosome","Mid",1007.25,"Mid Sample 4",3.00313727606042
"457","BB_0220_-_alanine--tRNA_ligase",5.53645170108089,0.0434041845923506,"Chromosome","Mid",874.141,"Mid Sample 5",2.94158149050969
"458","BB_0220_-_alanine--tRNA_ligase",5.53645170108089,0.0434041845923506,"Chromosome","Stationary",1209.91,"Stationary Sample 9",3.0827530662197
"459","BB_0220_-_alanine--tRNA_ligase",5.53645170108089,0.0434041845923506,"Chromosome","Early",1029.48,"Early Sample 3",3.01261791387391
"460","BB_0221_-_flagellar_motor_switch_protein",5.88304206648729,0.0385193196609912,"Chromosome","Early",360.122,"Early Sample 3",2.55644965340892
"461","BB_0221_-_flagellar_motor_switch_protein",5.88304206648729,0.0385193196609912,"Chromosome","Stationary",150.72,"Stationary Sample 8",2.1781708854488
"462","BB_0221_-_flagellar_motor_switch_protein",5.88304206648729,0.0385193196609912,"Chromosome","Stationary",275.994,"Stationary Sample 9",2.44089964077821
"463","BB_0221_-_flagellar_motor_switch_protein",5.88304206648729,0.0385193196609912,"Chromosome","Mid",239.243,"Mid Sample 4",2.37883923963238
"464","BB_0221_-_flagellar_motor_switch_protein",5.88304206648729,0.0385193196609912,"Chromosome","Mid",324.758,"Mid Sample 6",2.51155985816866
"465","BB_0221_-_flagellar_motor_switch_protein",5.88304206648729,0.0385193196609912,"Chromosome","Stationary",187.623,"Stationary Sample 7",2.27328607583844
"466","BB_0221_-_flagellar_motor_switch_protein",5.88304206648729,0.0385193196609912,"Chromosome","Early",338.79,"Early Sample 1",2.52993058286022
"467","BB_0221_-_flagellar_motor_switch_protein",5.88304206648729,0.0385193196609912,"Chromosome","Mid",308.986,"Mid Sample 5",2.48993880220643
"468","BB_0221_-_flagellar_motor_switch_protein",5.88304206648729,0.0385193196609912,"Chromosome","Early",310.327,"Early Sample 2",2.49181956301855
"469","BB_0225_-_tRNA-dihydrouridine_synthase_A",7.7232222394137,0.0218971626145906,"Chromosome","Stationary",82.9416,"Stationary Sample 9",1.91877240894539
"470","BB_0225_-_tRNA-dihydrouridine_synthase_A",7.7232222394137,0.0218971626145906,"Chromosome","Mid",111.211,"Mid Sample 4",2.0461477459064
"471","BB_0225_-_tRNA-dihydrouridine_synthase_A",7.7232222394137,0.0218971626145906,"Chromosome","Mid",101.081,"Mid Sample 6",2.00466952976879
"472","BB_0225_-_tRNA-dihydrouridine_synthase_A",7.7232222394137,0.0218971626145906,"Chromosome","Stationary",84.7164,"Stationary Sample 7",1.92796749226759
"473","BB_0225_-_tRNA-dihydrouridine_synthase_A",7.7232222394137,0.0218971626145906,"Chromosome","Mid",134.738,"Mid Sample 5",2.12949009656119
"474","BB_0225_-_tRNA-dihydrouridine_synthase_A",7.7232222394137,0.0218971626145906,"Chromosome","Early",132.773,"Early Sample 2",2.12310976823084
"475","BB_0225_-_tRNA-dihydrouridine_synthase_A",7.7232222394137,0.0218971626145906,"Chromosome","Early",119.098,"Early Sample 3",2.07590446848314
"476","BB_0225_-_tRNA-dihydrouridine_synthase_A",7.7232222394137,0.0218971626145906,"Chromosome","Early",112.381,"Early Sample 1",2.05069289225923
"477","BB_0225_-_tRNA-dihydrouridine_synthase_A",7.7232222394137,0.0218971626145906,"Chromosome","Stationary",46.3325,"Stationary Sample 8",1.66588573441236
"478","BB_0228_-_hypothetical_protein",11.398131895285,0.00904576542139196,"Chromosome","Early",632.035,"Early Sample 2",2.8007411287349
"479","BB_0228_-_hypothetical_protein",11.398131895285,0.00904576542139196,"Chromosome","Stationary",368.992,"Stationary Sample 9",2.56701695045847
"480","BB_0228_-_hypothetical_protein",11.398131895285,0.00904576542139196,"Chromosome","Mid",509.463,"Mid Sample 5",2.70711264863818
"481","BB_0228_-_hypothetical_protein",11.398131895285,0.00904576542139196,"Chromosome","Stationary",344.13,"Stationary Sample 7",2.53672253448242
"482","BB_0228_-_hypothetical_protein",11.398131895285,0.00904576542139196,"Chromosome","Mid",486.906,"Mid Sample 4",2.68744512626254
"483","BB_0228_-_hypothetical_protein",11.398131895285,0.00904576542139196,"Chromosome","Early",531.092,"Early Sample 1",2.7251697595588
"484","BB_0228_-_hypothetical_protein",11.398131895285,0.00904576542139196,"Chromosome","Mid",493.565,"Mid Sample 6",2.69334435514633
"485","BB_0228_-_hypothetical_protein",11.398131895285,0.00904576542139196,"Chromosome","Early",528.715,"Early Sample 3",2.72322163180632
"486","BB_0228_-_hypothetical_protein",11.398131895285,0.00904576542139196,"Chromosome","Stationary",167.909,"Stationary Sample 8",2.22507397514688
"487","BB_0229_rpmE_50S_ribosomal_protein_L31",5.72090237239021,0.0407079741398161,"Chromosome","Early",1881.25,"Early Sample 1",3.27444651293792
"488","BB_0229_rpmE_50S_ribosomal_protein_L31",5.72090237239021,0.0407079741398161,"Chromosome","Early",2059.53,"Early Sample 2",3.31376812245877
"489","BB_0229_rpmE_50S_ribosomal_protein_L31",5.72090237239021,0.0407079741398161,"Chromosome","Early",1970.59,"Early Sample 3",3.29459627457883
"490","BB_0229_rpmE_50S_ribosomal_protein_L31",5.72090237239021,0.0407079741398161,"Chromosome","Mid",2346.73,"Mid Sample 5",3.37046312528013
"491","BB_0229_rpmE_50S_ribosomal_protein_L31",5.72090237239021,0.0407079741398161,"Chromosome","Stationary",2238.9,"Stationary Sample 9",3.35003469634006
"492","BB_0229_rpmE_50S_ribosomal_protein_L31",5.72090237239021,0.0407079741398161,"Chromosome","Mid",2495.87,"Mid Sample 6",3.39722196091705
"493","BB_0229_rpmE_50S_ribosomal_protein_L31",5.72090237239021,0.0407079741398161,"Chromosome","Stationary",3051.27,"Stationary Sample 7",3.48448063908192
"494","BB_0229_rpmE_50S_ribosomal_protein_L31",5.72090237239021,0.0407079741398161,"Chromosome","Mid",2158.36,"Mid Sample 4",3.33412388380103
"495","BB_0229_rpmE_50S_ribosomal_protein_L31",5.72090237239021,0.0407079741398161,"Chromosome","Stationary",2826.14,"Stationary Sample 8",3.45119367192212
"496","BB_0237_lnt_apolipoprotein_N-acyltransferase",11.9958502062727,0.00800664334542646,"Chromosome","Early",127.699,"Early Sample 1",2.10618749635361
"497","BB_0237_lnt_apolipoprotein_N-acyltransferase",11.9958502062727,0.00800664334542646,"Chromosome","Early",127.109,"Early Sample 2",2.10417630202495
"498","BB_0237_lnt_apolipoprotein_N-acyltransferase",11.9958502062727,0.00800664334542646,"Chromosome","Early",108.531,"Early Sample 3",2.0355538045993
"499","BB_0237_lnt_apolipoprotein_N-acyltransferase",11.9958502062727,0.00800664334542646,"Chromosome","Stationary",81.2924,"Stationary Sample 9",1.91004994544222
"500","BB_0237_lnt_apolipoprotein_N-acyltransferase",11.9958502062727,0.00800664334542646,"Chromosome","Stationary",52.6493,"Stationary Sample 7",1.72139260138744
"501","BB_0237_lnt_apolipoprotein_N-acyltransferase",11.9958502062727,0.00800664334542646,"Chromosome","Stationary",18.4517,"Stationary Sample 8",1.26603638494535
"502","BB_0237_lnt_apolipoprotein_N-acyltransferase",11.9958502062727,0.00800664334542646,"Chromosome","Mid",129.748,"Mid Sample 5",2.11310067214163
"503","BB_0237_lnt_apolipoprotein_N-acyltransferase",11.9958502062727,0.00800664334542646,"Chromosome","Mid",117.124,"Mid Sample 4",2.06864589592285
"504","BB_0237_lnt_apolipoprotein_N-acyltransferase",11.9958502062727,0.00800664334542646,"Chromosome","Mid",110.624,"Mid Sample 6",2.04384935786231
"505","BB_0247_rdgB_non-canonical_purine_NTP_pyrophosphatase",8.86152952020144,0.0161786277317816,"Chromosome","Early",77.1423,"Early Sample 1",1.88729258322613
"506","BB_0247_rdgB_non-canonical_purine_NTP_pyrophosphatase",8.86152952020144,0.0161786277317816,"Chromosome","Early",92.7517,"Early Sample 3",1.96732187832863
"507","BB_0247_rdgB_non-canonical_purine_NTP_pyrophosphatase",8.86152952020144,0.0161786277317816,"Chromosome","Stationary",11.9634,"Stationary Sample 8",1.07785462374883
"508","BB_0247_rdgB_non-canonical_purine_NTP_pyrophosphatase",8.86152952020144,0.0161786277317816,"Chromosome","Mid",105.818,"Mid Sample 5",2.02455954894455
"509","BB_0247_rdgB_non-canonical_purine_NTP_pyrophosphatase",8.86152952020144,0.0161786277317816,"Chromosome","Mid",81.256,"Mid Sample 4",1.90985543944394
"510","BB_0247_rdgB_non-canonical_purine_NTP_pyrophosphatase",8.86152952020144,0.0161786277317816,"Chromosome","Early",88.812,"Early Sample 2",1.94847165025702
"511","BB_0247_rdgB_non-canonical_purine_NTP_pyrophosphatase",8.86152952020144,0.0161786277317816,"Chromosome","Mid",105.87,"Mid Sample 6",2.02477291307963
"512","BB_0247_rdgB_non-canonical_purine_NTP_pyrophosphatase",8.86152952020144,0.0161786277317816,"Chromosome","Stationary",51.8191,"Stationary Sample 7",1.71448986583954
"513","BB_0247_rdgB_non-canonical_purine_NTP_pyrophosphatase",8.86152952020144,0.0161786277317816,"Chromosome","Stationary",59.1556,"Stationary Sample 9",1.77199586365506
"514","BB_0248_pepF_oligoendopeptidase_F",5.78897982567635,0.0397693379640781,"Chromosome","Stationary",276.374,"Stationary Sample 7",2.44149718418824
"515","BB_0248_pepF_oligoendopeptidase_F",5.78897982567635,0.0397693379640781,"Chromosome","Mid",468.581,"Mid Sample 5",2.67078467486605
"516","BB_0248_pepF_oligoendopeptidase_F",5.78897982567635,0.0397693379640781,"Chromosome","Early",597.906,"Early Sample 2",2.7766329115968
"517","BB_0248_pepF_oligoendopeptidase_F",5.78897982567635,0.0397693379640781,"Chromosome","Early",501.027,"Early Sample 3",2.69986113032843
"518","BB_0248_pepF_oligoendopeptidase_F",5.78897982567635,0.0397693379640781,"Chromosome","Stationary",370.692,"Stationary Sample 9",2.56901321350907
"519","BB_0248_pepF_oligoendopeptidase_F",5.78897982567635,0.0397693379640781,"Chromosome","Stationary",61.7713,"Stationary Sample 8",1.79078674132289
"520","BB_0248_pepF_oligoendopeptidase_F",5.78897982567635,0.0397693379640781,"Chromosome","Mid",513.793,"Mid Sample 4",2.71078818307147
"521","BB_0248_pepF_oligoendopeptidase_F",5.78897982567635,0.0397693379640781,"Chromosome","Mid",391.532,"Mid Sample 6",2.59276726283198
"522","BB_0248_pepF_oligoendopeptidase_F",5.78897982567635,0.0397693379640781,"Chromosome","Early",454.811,"Early Sample 1",2.65783095993287
"523","BB_0249_-_phosphatidylcholine_synthase",5.84719410890937,0.0389894488906737,"Chromosome","Early",368.547,"Early Sample 3",2.56649288036076
"524","BB_0249_-_phosphatidylcholine_synthase",5.84719410890937,0.0389894488906737,"Chromosome","Stationary",279.446,"Stationary Sample 9",2.44629789748973
"525","BB_0249_-_phosphatidylcholine_synthase",5.84719410890937,0.0389894488906737,"Chromosome","Early",487.244,"Early Sample 2",2.68774649985136
"526","BB_0249_-_phosphatidylcholine_synthase",5.84719410890937,0.0389894488906737,"Chromosome","Mid",347.82,"Mid Sample 4",2.54135455075442
"527","BB_0249_-_phosphatidylcholine_synthase",5.84719410890937,0.0389894488906737,"Chromosome","Stationary",212.32,"Stationary Sample 7",2.32699090552036
"528","BB_0249_-_phosphatidylcholine_synthase",5.84719410890937,0.0389894488906737,"Chromosome","Stationary",87.458,"Stationary Sample 8",1.94179954162426
"529","BB_0249_-_phosphatidylcholine_synthase",5.84719410890937,0.0389894488906737,"Chromosome","Mid",336.87,"Mid Sample 6",2.52746233655375
"530","BB_0249_-_phosphatidylcholine_synthase",5.84719410890937,0.0389894488906737,"Chromosome","Mid",341.847,"Mid Sample 5",2.533831772947
"531","BB_0249_-_phosphatidylcholine_synthase",5.84719410890937,0.0389894488906737,"Chromosome","Early",323.907,"Early Sample 1",2.51042033371108
"532","BB_0250_-_inner_membrane_protein",8.72499138029928,0.0167504380045973,"Chromosome","Early",150.343,"Early Sample 3",2.17708321206976
"533","BB_0250_-_inner_membrane_protein",8.72499138029928,0.0167504380045973,"Chromosome","Stationary",51.8364,"Stationary Sample 8",1.71463483247627
"534","BB_0250_-_inner_membrane_protein",8.72499138029928,0.0167504380045973,"Chromosome","Stationary",123.11,"Stationary Sample 9",2.09029333131011
"535","BB_0250_-_inner_membrane_protein",8.72499138029928,0.0167504380045973,"Chromosome","Mid",192.941,"Mid Sample 5",2.28542452511266
"536","BB_0250_-_inner_membrane_protein",8.72499138029928,0.0167504380045973,"Chromosome","Early",149.421,"Early Sample 1",2.17441163859854
"537","BB_0250_-_inner_membrane_protein",8.72499138029928,0.0167504380045973,"Chromosome","Early",177.965,"Early Sample 2",2.25033459892982
"538","BB_0250_-_inner_membrane_protein",8.72499138029928,0.0167504380045973,"Chromosome","Mid",166.767,"Mid Sample 6",2.222110116231
"539","BB_0250_-_inner_membrane_protein",8.72499138029928,0.0167504380045973,"Chromosome","Mid",184.013,"Mid Sample 4",2.26484850577491
"540","BB_0250_-_inner_membrane_protein",8.72499138029928,0.0167504380045973,"Chromosome","Stationary",115.686,"Stationary Sample 7",2.06328080501371
"541","BB_0251_leuS_leucine--tRNA_ligase",9.18357682281674,0.0149292965908257,"Chromosome","Early",875.823,"Early Sample 2",2.9424163460193
"542","BB_0251_leuS_leucine--tRNA_ligase",9.18357682281674,0.0149292965908257,"Chromosome","Mid",490.046,"Mid Sample 6",2.6902368486173
"543","BB_0251_leuS_leucine--tRNA_ligase",9.18357682281674,0.0149292965908257,"Chromosome","Mid",552.497,"Mid Sample 5",2.74232992419066
"544","BB_0251_leuS_leucine--tRNA_ligase",9.18357682281674,0.0149292965908257,"Chromosome","Early",776.498,"Early Sample 1",2.89014034146821
"545","BB_0251_leuS_leucine--tRNA_ligase",9.18357682281674,0.0149292965908257,"Chromosome","Stationary",153.54,"Stationary Sample 8",2.18622153627083
"546","BB_0251_leuS_leucine--tRNA_ligase",9.18357682281674,0.0149292965908257,"Chromosome","Stationary",585.608,"Stationary Sample 9",2.76760700099454
"547","BB_0251_leuS_leucine--tRNA_ligase",9.18357682281674,0.0149292965908257,"Chromosome","Early",987.838,"Early Sample 3",2.99468572852009
"548","BB_0251_leuS_leucine--tRNA_ligase",9.18357682281674,0.0149292965908257,"Chromosome","Stationary",204.51,"Stationary Sample 7",2.31071454871812
"549","BB_0251_leuS_leucine--tRNA_ligase",9.18357682281674,0.0149292965908257,"Chromosome","Mid",699.042,"Mid Sample 4",2.84450326990916
"550","BB_0252_-_hypothetical_protein",9.83882783560248,0.0127581480838478,"Chromosome","Stationary",28.9539,"Stationary Sample 8",1.46170707011537
"551","BB_0252_-_hypothetical_protein",9.83882783560248,0.0127581480838478,"Chromosome","Mid",332.912,"Mid Sample 4",2.52232944982731
"552","BB_0252_-_hypothetical_protein",9.83882783560248,0.0127581480838478,"Chromosome","Mid",211.891,"Mid Sample 6",2.32611251058835
"553","BB_0252_-_hypothetical_protein",9.83882783560248,0.0127581480838478,"Chromosome","Stationary",222.16,"Stationary Sample 9",2.3466658667422
"554","BB_0252_-_hypothetical_protein",9.83882783560248,0.0127581480838478,"Chromosome","Stationary",84.9773,"Stationary Sample 7",1.9293029280511
"555","BB_0252_-_hypothetical_protein",9.83882783560248,0.0127581480838478,"Chromosome","Early",401.984,"Early Sample 3",2.60420876738796
"556","BB_0252_-_hypothetical_protein",9.83882783560248,0.0127581480838478,"Chromosome","Mid",292.978,"Mid Sample 5",2.46683500998783
"557","BB_0252_-_hypothetical_protein",9.83882783560248,0.0127581480838478,"Chromosome","Early",326.695,"Early Sample 1",2.51414248773829
"558","BB_0252_-_hypothetical_protein",9.83882783560248,0.0127581480838478,"Chromosome","Early",478.023,"Early Sample 2",2.6794487931242
"559","BB_0255_-_M23_peptidase_domain-containing_protein",9.31070637436075,0.0144715431952053,"Chromosome","Mid",180.289,"Mid Sample 4",2.25596922985587
"560","BB_0255_-_M23_peptidase_domain-containing_protein",9.31070637436075,0.0144715431952053,"Chromosome","Mid",219.581,"Mid Sample 6",2.3415947585825
"561","BB_0255_-_M23_peptidase_domain-containing_protein",9.31070637436075,0.0144715431952053,"Chromosome","Stationary",181.588,"Stationary Sample 9",2.2590871453636
"562","BB_0255_-_M23_peptidase_domain-containing_protein",9.31070637436075,0.0144715431952053,"Chromosome","Mid",231.263,"Mid Sample 5",2.36410615511735
"563","BB_0255_-_M23_peptidase_domain-containing_protein",9.31070637436075,0.0144715431952053,"Chromosome","Early",373.554,"Early Sample 2",2.5723533911765
"564","BB_0255_-_M23_peptidase_domain-containing_protein",9.31070637436075,0.0144715431952053,"Chromosome","Stationary",48.1179,"Stationary Sample 8",1.68230666525315
"565","BB_0255_-_M23_peptidase_domain-containing_protein",9.31070637436075,0.0144715431952053,"Chromosome","Early",341.535,"Early Sample 3",2.53343521615221
"566","BB_0255_-_M23_peptidase_domain-containing_protein",9.31070637436075,0.0144715431952053,"Chromosome","Early",282.124,"Early Sample 1",2.45044003271408
"567","BB_0255_-_M23_peptidase_domain-containing_protein",9.31070637436075,0.0144715431952053,"Chromosome","Stationary",189.588,"Stationary Sample 7",2.27781084513964
"568","BB_0259_-_transglycosylase_SLT_domain-containing_protein",14.1298978509146,0.00537154779804523,"Chromosome","Early",801.964,"Early Sample 1",2.90415487333122
"569","BB_0259_-_transglycosylase_SLT_domain-containing_protein",14.1298978509146,0.00537154779804523,"Chromosome","Mid",788.042,"Mid Sample 6",2.89654936454813
