"","Genetic.Elements","Gene","stage","counts","Sample","logCounts"
"3795","cp32-7","BB_O39_erpL_protein_ErpL","Early",3.03964,"Early Sample 3",0.48282215095364
"3796","cp32-7","BB_O40_erpM_protein_ErpM","Early",157.342,"Early Sample 3",2.19684466625668
"3797","cp32-7","BB_O41_-_hypothetical_protein","Early",1,"Early Sample 3",0
"3798","cp32-7","BB_O42_-_hypothetical_protein","Early",8.7181,"Early Sample 3",0.940421846236966
"3799","cp32-7","BB_O43_-_hypothetical_protein","Early",30.4842,"Early Sample 3",1.48407480227267
"3800","cp32-7","BB_O44_-_phage_terminase_large_subunit","Early",10.48481,"Early Sample 3",1.02056056482528
"3801","cp32-8","BB_L01_-_phage_portal_protein","Early",24.2686,"Early Sample 3",1.38504472359968
"3802","cp32-8","BB_L02_-_hypothetical_protein","Early",28.4157,"Early Sample 3",1.45355835903966
"3803","cp32-8","BB_L03_-_hypothetical_protein","Early",10.46125,"Early Sample 3",1.01958358086661
"3804","cp32-8","BB_L04_-_hypothetical_protein","Early",18.0146,"Early Sample 3",1.25562462339884
"3805","cp32-8","BB_L06_-_hypothetical_protein","Early",10.34187,"Early Sample 3",1.01459907427559
"3806","cp32-8","BB_L07_-_hypothetical_protein","Early",12.9683,"Early Sample 3",1.11288304863546
"3807","cp32-8","BB_L08_-_hypothetical_protein","Early",13.8423,"Early Sample 3",1.14120825734027
"3808","cp32-8","BB_L09_-_hypothetical_protein","Early",9.57998,"Early Sample 3",0.981364602408534
"3809","cp32-8","BB_L10_-_hypothetical_protein","Early",6.89684,"Early Sample 3",0.838650150894971
"3810","cp32-8","BB_L11_-_hypothetical_protein","Early",10.3203,"Early Sample 3",1.01369232194729
"3811","cp32-8","BB_L12_-_hypothetical_protein","Early",11.2607,"Early Sample 3",1.051565388445
"3812","cp32-8","BB_L13_-_hypothetical_protein","Early",8.72149,"Early Sample 3",0.940590687168685
"3813","cp32-8","BB_L14_-_hypothetical_protein","Early",6.95471,"Early Sample 3",0.842279025338047
"3814","cp32-8","BB_L15_-_hypothetical_protein","Early",11.617,"Early Sample 3",1.06509398935715
"3815","cp32-8","BB_L16_-_hypothetical_protein","Early",5.6295,"Early Sample 3",0.750469823468764
"3816","cp32-8","BB_L17_-_hypothetical_protein","Early",3.58873,"Early Sample 3",0.554940785187226
"3817","cp32-8","BB_L18_-_hypothetical_protein","Early",7.7687,"Early Sample 3",0.890348350839271
"3818","cp32-8","BB_L19_-_hypothetical_protein","Early",184.071,"Early Sample 3",2.26498537170855
"3819","cp32-8","BB_L20_-_hypothetical_protein","Early",101.179,"Early Sample 3",2.00509038275561
"3820","cp32-8","BB_L21_-_hypothetical_protein","Early",25.9704,"Early Sample 3",1.41447863874963
"3821","cp32-8","BB_L22_-_hypothetical_protein","Early",44.1077,"Early Sample 3",1.64451441204385
"3822","cp32-8","BB_L23_blyA_holin_protein","Early",29.5562,"Early Sample 3",1.47064859666743
"3823","cp32-8","BB_L24_blyB_holin_protein","Early",93.1349,"Early Sample 3",1.969112452595
"3824","cp32-8","BB_L25_-_hypothetical_protein","Early",116.361,"Early Sample 3",2.06580744489382
"3825","cp32-8","BB_L26_-_hypothetical_protein","Early",238.37,"Early Sample 3",2.37725159647804
"3826","cp32-8","BB_L27_bdrP_protein_BdrP","Early",291.765,"Early Sample 3",2.46503319290856
"3827","cp32-8","BB_L28_mlpH_lipoprotein","Early",153.032,"Early Sample 3",2.18478225415288
"3828","cp32-8","BB_L29_-_hypothetical_protein","Early",8.10979,"Early Sample 3",0.90900960846245
"3829","cp32-8","BB_L30_-_hypothetical_protein","Early",258.331,"Early Sample 3",2.4121765251091
"3830","cp32-8","BB_L31_-_hypothetical_protein","Early",203.044,"Early Sample 3",2.30759016050721
"3831","cp32-8","BB_L32_-_PF-32_protein","Early",163.37,"Early Sample 3",2.21317230904682
"3832","cp32-8","BB_L35_bdrO_protein_BdrO","Early",483.316,"Early Sample 3",2.68423117253737
"3833","cp32-8","BB_L36_bppA_protein_BppA","Early",5.5076,"Early Sample 3",0.740962391261556
"3834","cp32-8","BB_L37_bppB_protein_BppB","Early",8.43988,"Early Sample 3",0.926336271778698
"3835","cp32-8","BB_L38_bppC_protein_BppC","Early",2.5846,"Early Sample 3",0.412393339989112
"3836","cp32-8","BB_L39_erpN_ErpA8_protein","Early",247.806,"Early Sample 3",2.39411181751763
"3837","cp32-8","BB_L40_erpO_ErpB1_protein","Early",2112.37,"Early Sample 3",3.32476999098509
"3838","cp32-8","BB_L41_-_hypothetical_protein","Early",70.4182,"Early Sample 3",1.8476849196257
"3839","cp32-8","BB_L42_-_hypothetical_protein","Early",19.6216,"Early Sample 3",1.29273441807142
"3840","cp32-8","BB_L43_-_phage_terminase_large_subunit","Early",11.5242,"Early Sample 3",1.06161078676064
"3841","cp32-9","BB_N01_-_hypothetical_protein","Early",13.8954,"Early Sample 3",1.14287105311356
"3842","cp32-9","BB_N02_-_hypothetical_protein","Early",11.4078,"Early Sample 3",1.05720189858267
"3843","cp32-9","BB_N03_-_hypothetical_protein","Early",8.44864,"Early Sample 3",0.92678680504066
"3844","cp32-9","BB_N04_-_hypothetical_protein","Early",10.61914,"Early Sample 3",1.02608934646505
"3845","cp32-9","BB_N07_-_hypothetical_protein","Early",4.0886,"Early Sample 3",0.611574624300936
"3846","cp32-9","BB_N08_-_hypothetical_protein","Early",9.25574,"Early Sample 3",0.966411146489152
"3847","cp32-9","BB_N09_-_hypothetical_protein","Early",4.16105,"Early Sample 3",0.619202934392714
"3848","cp32-9","BB_N10_-_hypothetical_protein","Early",4.1036,"Early Sample 3",0.613165021143942
"3849","cp32-9","BB_N12_-_hypothetical_protein","Early",7.56687,"Early Sample 3",0.878916272785114
"3850","cp32-9","BB_N14_-_hypothetical_protein","Early",1.744338,"Early Sample 3",0.241630641899348
"3851","cp32-9","BB_N15_-_hypothetical_protein","Early",4.58498,"Early Sample 3",0.661337445587592
"3852","cp32-9","BB_N17_-_hypothetical_protein","Early",1.554728,"Early Sample 3",0.191654420094854
"3853","cp32-9","BB_N19_-_hypothetical_protein","Early",58.1437,"Early Sample 3",1.76450266483473
"3854","cp32-9","BB_N20_-_hypothetical_protein","Early",43.5608,"Early Sample 3",1.63909584703404
"3855","cp32-9","BB_N23_blyA_holin_protein","Early",11.3841,"Early Sample 3",1.05629870201451
"3856","cp32-9","BB_N24_blyB_holin_protein","Early",65.7982,"Early Sample 3",1.81821401305529
"3857","cp32-9","BB_N25_-_hypothetical_protein","Early",64.9731,"Early Sample 3",1.81273358834111
"3858","cp32-9","BB_N26_-_hypothetical_protein","Early",47.7773,"Early Sample 3",1.67922160317373
"3859","cp32-9","BB_N27_bdrR_BdrR_protein","Early",174.444,"Early Sample 3",2.24165603648574
"3860","cp32-9","BB_N28_mlpI_lipoprotein","Early",135.621,"Early Sample 3",2.13232694231854
"3861","cp32-9","BB_N30_-_hypothetical_protein","Early",201.417,"Early Sample 3",2.30409612309254
"3862","cp32-9","BB_N31_-_hypothetical_protein","Early",113.04,"Early Sample 3",2.0532321488405
"3863","cp32-9","BB_N32_-_PF-32_protein","Early",104.304,"Early Sample 3",2.01830096369611
"3864","cp32-9","BB_N33_-_PF-49_protein","Early",169.135,"Early Sample 3",2.2282334877516
"3865","cp32-9","BB_N34_bdrQ_BdrQ","Early",203.388,"Early Sample 3",2.30832532573755
"3866","cp32-9","BB_N35_bppA_protein_BppA","Early",5.37502,"Early Sample 3",0.730380084564104
"3867","cp32-9","BB_N36_bppB_protein_BppB","Early",2.65331,"Early Sample 3",0.423787993828634
"3868","cp32-9","BB_N38_erpP_protein_ErpP","Early",93.2235,"Early Sample 3",1.96952540413349
"3869","cp32-9","BB_N39_erpQ_protein_ErpQ","Early",695.477,"Early Sample 3",2.84228277208759
"3870","cp32-9","BB_N41_-_hypothetical_protein","Early",42.7117,"Early Sample 3",1.63054685744711
"3871","cp32-9","BB_N42_-_hypothetical_protein","Early",6.44092,"Early Sample 3",0.808947904997501
"3872","cp32-9","BB_N43_-_phage_terminase_large_subunit","Early",6.45701,"Early Sample 3",0.810031459000149
"3873","cp32-9","frameshift_BB_N21_BB_N21","Early",18.6823,"Early Sample 3",1.27143034169169
"3874","cp32-9","frameshift_BB_N22_BB_N22","Early",17.8214,"Early Sample 3",1.25094181801691
"3875","lp17","BB_D001_-_lipoprotein","Early",5.52742,"Early Sample 3",0.742522465622533
"3876","lp17","BB_D0027_-_hypothetical_protein","Early",4.15564,"Early Sample 3",0.61863791790695
"3877","lp17","BB_D0031_-_hypothetical_protein","Early",1,"Early Sample 3",0
"3878","lp17","BB_D01_-_hypothetical_protein","Early",2.85691,"Early Sample 3",0.455896559207025
"3879","lp17","BB_D04_-_hypothetical_protein","Early",7.41469,"Early Sample 3",0.870092998371313
"3880","lp17","BB_D09_-_hypothetical_protein","Early",189.266,"Early Sample 3",2.27707260372292
"3881","lp17","BB_D10_-_lipoprotein","Early",170.282,"Early Sample 3",2.23116874242043
"3882","lp17","BB_D13_-_hypothetical_protein","Early",526.914,"Early Sample 3",2.72173973784394
"3883","lp17","BB_D14_-_hypothetical_protein","Early",148.387,"Early Sample 3",2.17139585461168
"3884","lp17","BB_D15_-_membrane_protein","Early",771.844,"Early Sample 3",2.88752953247913
"3885","lp17","BB_D18_-_hypothetical_protein","Early",1379.78,"Early Sample 3",3.1398098455297
"3886","lp17","BB_D21_-_hypothetical_protein","Early",295.356,"Early Sample 3",2.47034579774475
"3887","lp17","BB_D22_-_hypothetical_protein","Early",208.662,"Early Sample 3",2.31944336572601
"3888","lp17","BB_D24_-_hypothetical_protein","Early",1,"Early Sample 3",0
"3889","lp21","BB_U01_-_hypothetical_protein","Early",1,"Early Sample 3",0
"3890","lp21","BB_U02_-_hypothetical_protein","Early",1.477347,"Early Sample 3",0.169482514598048
"3891","lp21","BB_U04_-_protein_BBC01","Early",50.069,"Early Sample 3",1.6995689175659
"3892","lp21","BB_U05_-_PF-32_protein","Early",63.1957,"Early Sample 3",1.80068752876016
"3893","lp21","BB_U06_-_plasmid_partition_protein","Early",25.8383,"Early Sample 3",1.41226393637775
"3894","lp21","BB_U07_-_protein_BBC01","Early",119.497,"Early Sample 3",2.07735700235696
"3895","lp21","BB_U08_-_SUA5_subfamily_protein","Early",24.3819,"Early Sample 3",1.38706754571894
"3896","lp21","BB_U09_-_TM2_family_protein","Early",44.916,"Early Sample 3",1.65240107316205
"3897","lp21","BB_U10_-_protein_BBC01","Early",1,"Early Sample 3",0
"3898","lp21","BB_U11_-_Sua5/YciO/YrdC/YwlC_family_protein","Early",2.41664,"Early Sample 3",0.383211959609919
"3899","lp25","BB_E09_-_protein_p23","Early",69.1893,"Early Sample 3",1.84003893679405
"3900","lp25","BB_E16_-_hypothetical_protein","Early",1108.82,"Early Sample 3",3.04486105079163
"3901","lp25","BB_E17_-_hypothetical_protein","Early",1708.57,"Early Sample 3",3.23263277651551
"3902","lp25","BB_E18_-_hypothetical_protein","Early",376.213,"Early Sample 3",2.57543379847305
"3903","lp25","BB_E19_-_hypothetical_protein","Early",279.096,"Early Sample 3",2.44575361223074
"3904","lp25","BB_E20_-_hypothetical_protein","Early",381.033,"Early Sample 3",2.58096259010416
"3905","lp25","BB_E21_-_hypothetical_protein","Early",1126.37,"Early Sample 3",3.05168107485205
"3906","lp25","BB_E22_-_pyrazinamidase/nicotinamidase_PncA","Early",331.025,"Early Sample 3",2.51986079423508
"3907","lp25","BB_E31_-_antigen,_P35,_putative","Early",14.6975,"Early Sample 3",1.16724346886112
"3908","lp25","frameshift_BB_E29_BB_E29","Early",18.5812,"Early Sample 3",1.2690737579111
"3909","lp28-1","BB_F0034_-_hypothetical_protein","Early",48.3884,"Early Sample 3",1.68474126206194
"3910","lp28-1","BB_F0039_-_hypothetical_protein","Early",7.67078,"Early Sample 3",0.88483952724396
"3911","lp28-1","BB_F0040_-_hypothetical_protein","Early",3.76636,"Early Sample 3",0.575921828835515
"3912","lp28-1","BB_F0041_-_outer_surface_protein_VlsE1","Early",94.3827,"Early Sample 3",1.97489239701974
"3913","lp28-1","BB_F01_-_hypothetical_protein","Early",1.528048,"Early Sample 3",0.184136996783985
"3914","lp28-1","BB_F02_-_hypothetical_protein","Early",1.493438,"Early Sample 3",0.17418719760182
"3915","lp28-1","BB_F03_-_RepU","Early",7.74334,"Early Sample 3",0.888928328988705
"3916","lp28-1","BB_F06_-_hypothetical_protein","Early",22.59,"Early Sample 3",1.35391623092036
"3917","lp28-1","BB_F08_-_hypothetical_protein","Early",1,"Early Sample 3",0
"3918","lp28-1","BB_F14_-_hypothetical_protein","Early",2.70547,"Early Sample 3",0.432242722557385
"3919","lp28-1","BB_F17_-_putative_transmembrane_protein","Early",33.1253,"Early Sample 3",1.5201598201601
"3920","lp28-1","BB_F20_-_BBF20","Early",141.888,"Early Sample 3",2.15194566709838
"3921","lp28-1","BB_F23_-_PF49","Early",397.917,"Early Sample 3",2.59979249367888
"3922","lp28-1","BB_F24_-_PF32","Early",127.23,"Early Sample 3",2.10458952717937
"3923","lp28-1","BB_F25_-_hypothetical_protein","Early",128.984,"Early Sample 3",2.1105358409762
"3924","lp28-1","BB_F26_-_hypothetical_protein","Early",151.432,"Early Sample 3",2.18021765822181
"3925","lp28-2","BB_G0036_-_hypothetical_protein","Early",1,"Early Sample 3",0
"3926","lp28-2","BB_G01_-_hypothetical_protein","Early",82.8322,"Early Sample 3",1.91819919625174
"3927","lp28-2","BB_G02_-_hypothetical_protein","Early",22.3349,"Early Sample 3",1.34898401234646
"3928","lp28-2","BB_G07_-_hypothetical_protein","Early",291.214,"Early Sample 3",2.4642122496815
"3929","lp28-2","BB_G08_-_stage_0_sporulation_protein_SpoOJ","Early",226.134,"Early Sample 3",2.35436586487641
"3930","lp28-2","BB_G09_-_hypothetical_protein","Early",188.779,"Early Sample 3",2.27595368121538
"3931","lp28-2","BB_G12_-_hypothetical_protein","Early",23.1632,"Early Sample 3",1.36479855705631
"3932","lp28-2","BB_G13_-_hypothetical_protein","Early",8.51618,"Early Sample 3",0.930244832214453
"3933","lp28-2","BB_G14_-_hypothetical_protein","Early",7.34452,"Early Sample 3",0.865963417803179
"3934","lp28-2","BB_G15_-_hypothetical_protein","Early",9.96244,"Early Sample 3",0.998365718820994
"3935","lp28-2","BB_G16_-_hypothetical_protein","Early",16.5915,"Early Sample 3",1.21988565138146
"3936","lp28-2","BB_G17_-_hypothetical_protein","Early",15.3399,"Early Sample 3",1.18582252847934
"3937","lp28-2","BB_G18_-_hypothetical_protein","Early",4.45116,"Early Sample 3",0.648473205576211
"3938","lp28-2","BB_G19_-_hypothetical_protein","Early",5.83479,"Early Sample 3",0.766025229964525
"3939","lp28-2","BB_G20_-_hypothetical_protein","Early",4.59897,"Early Sample 3",0.662660576593618
"3940","lp28-2","BB_G21_-_hypothetical_protein","Early",5.4285,"Early Sample 3",0.734679842163881
"3941","lp28-2","BB_G22_-_hypothetical_protein","Early",2.54284,"Early Sample 3",0.4053190344568
"3942","lp28-2","BB_G23_-_hypothetical_protein","Early",2.3478,"Early Sample 3",0.370661098284324
"3943","lp28-2","BB_G24_-_hypothetical_protein","Early",1.399387,"Early Sample 3",0.145937835093852
"3944","lp28-2","BB_G25_-_hypothetical_protein","Early",4.18561,"Early Sample 3",0.621758759898854
"3945","lp28-2","BB_G26_-_hypothetical_protein","Early",1,"Early Sample 3",0
"3946","lp28-2","BB_G27_-_hypothetical_protein","Early",2.0154,"Early Sample 3",0.304361254225308
"3947","lp28-2","BB_G28_-_hypothetical_protein","Early",2.36526,"Early Sample 3",0.373878887297475
"3948","lp28-2","BB_G29_-_hypothetical_protein","Early",43.8975,"Early Sample 3",1.64243978750588
"3949","lp28-2","BB_G30_-_hypothetical_protein","Early",27.9923,"Early Sample 3",1.44703858393492
"3950","lp28-2","BB_G31_-_hypothetical_protein","Early",27.9465,"Early Sample 3",1.44632742489269
"3951","lp28-2","BB_G32_-_replicative_DNA_helicase","Early",23.5156,"Early Sample 3",1.37135606423731
"3952","lp28-2","BB_G33_-_hypothetical_protein","Early",599.794,"Early Sample 3",2.77800211700883
"3953","lp28-2","BB_G34_-_hypothetical_protein","Early",13.646,"Early Sample 3",1.13500536694389
"3954","lp28-2","frameshift_BB_G03_BB_G03","Early",21.2171,"Early Sample 3",1.32668602329454
"3955","lp28-3","BB_H0042_-_hypothetical_protein","Early",1,"Early Sample 3",0
"3956","lp28-3","BB_H02_-_hypothetical_protein","Early",1,"Early Sample 3",0
"3957","lp28-3","BB_H04_-_hypothetical_protein","Early",1,"Early Sample 3",0
"3958","lp28-3","BB_H05_-_hypothetical_protein","Early",1.965186,"Early Sample 3",0.293403661556615
"3959","lp28-3","BB_H06_-_complement_regulator-acquiring_surface_protein","Early",265.98,"Early Sample 3",2.42484898168298
"3960","lp28-3","BB_H09_-_type_II_restriction_enzyme_methylase_subunit","Early",4.15975,"Early Sample 3",0.619067230414475
"3961","lp28-3","BB_H09a_-_hypothetical_protein","Early",1,"Early Sample 3",0
"3962","lp28-3","BB_H13_-_protein_RepU","Early",310.253,"Early Sample 3",2.49171598961362
"3963","lp28-3","BB_H17_-_hypothetical_protein","Early",1,"Early Sample 3",0
"3964","lp28-3","BB_H25_-_hypothetical_protein","Early",4.58498,"Early Sample 3",0.661337445587592
"3965","lp28-3","BB_H26_-_hypothetical_protein","Early",55.895,"Early Sample 3",1.74737296048876
"3966","lp28-3","BB_H27_-_hypothetical_protein","Early",47.554,"Early Sample 3",1.67718705344723
"3967","lp28-3","BB_H28_-_PF-32_protein","Early",65.4489,"Early Sample 3",1.81590235175851
"3968","lp28-3","BB_H29_-_plasmid_partition_protein","Early",99.8633,"Early Sample 3",1.9994059132924
"3969","lp28-3","BB_H32_-_antigen_P35","Early",55.6458,"Early Sample 3",1.74543239049177
"3970","lp28-3","BB_H33_-_adenine_deaminase","Early",39.9654,"Early Sample 3",1.60168416403237
"3971","lp28-3","BB_H37_-_lipoprotein","Early",288.842,"Early Sample 3",2.46066034347525
"3972","lp28-3","BB_H40_-_transposase-like_protein","Early",6.64231,"Early Sample 3",0.822319140480627
"3973","lp28-3","BB_H41_-_membrane_protein","Early",1,"Early Sample 3",0
"3974","lp28-4","BB_I01_-_hypothetical_protein","Early",1.809511,"Early Sample 3",0.25756122752423
"3975","lp28-4","BB_I02_-_hypothetical_protein","Early",4.34143,"Early Sample 3",0.637632802972698
"3976","lp28-4","BB_I06_-_MTA/SAH_nucleosidase","Early",16.9498,"Early Sample 3",1.2291645780902
"3977","lp28-4","BB_I12_-_hypothetical_protein","Early",319.29,"Early Sample 3",2.50418531687071
"3978","lp28-4","BB_I15_-_virulence_associated_lipoprotein","Early",26.9677,"Early Sample 3",1.43084390826591
"3979","lp28-4","BB_I16_vraA_repetitive_antigen_A","Early",122.603,"Early Sample 3",2.08850109716042
"3980","lp28-4","BB_I18_-_hypothetical_protein","Early",296.855,"Early Sample 3",2.47254436824986
"3981","lp28-4","BB_I19_-_hypothetical_protein","Early",291.983,"Early Sample 3",2.46535756644459
"3982","lp28-4","BB_I20_-_hypothetical_protein","Early",145.273,"Early Sample 3",2.16218490514029
"3983","lp28-4","BB_I21_-_PF-32_protein","Early",220.346,"Early Sample 3",2.34310517105336
"3984","lp28-4","BB_I22_-_PF-49_protein","Early",163.765,"Early Sample 3",2.21422108954246
"3985","lp28-4","BB_I26_-_multidrug-efflux_transporter","Early",20.6839,"Early Sample 3",1.31563242943105
"3986","lp28-4","BB_I29_-_virulence_associated_lipoprotein","Early",599.314,"Early Sample 3",2.77765442295217
"3987","lp28-4","BB_I34_-_virulence_associated_lipoprotein","Early",4.33117,"Early Sample 3",0.63660523028098
"3988","lp28-4","BB_I36_-_antigen_P35","Early",223.522,"Early Sample 3",2.34932027470907
"3989","lp28-4","BB_I38_-_surface_antigen","Early",295.384,"Early Sample 3",2.47038696727958
"3990","lp28-4","BB_I39_-_surface_antigen","Early",1349.31,"Early Sample 3",3.13011173901411
"3991","lp28-4","BB_I41_-_hypothetical_protein","Early",141.821,"Early Sample 3",2.15174054332135
"3992","lp28-4","BB_I42_-_outer_membrane_protein","Early",108.174,"Early Sample 3",2.03412288911237
"3993","lp36","BB_K0058_-_hypothetical_protein","Early",62.8816,"Early Sample 3",1.79852358364093
"3994","lp36","BB_K0059_-_hypothetical_protein","Early",1.949534,"Early Sample 3",0.289930813714117
"3995","lp36","BB_K01_-_lipoprotein","Early",623.79,"Early Sample 3",2.79503840828642
"3996","lp36","BB_K07_-_lipoprotein","Early",21.3228,"Early Sample 3",1.32884423340823
"3997","lp36","BB_K09_-_hypothetical_protein","Early",2.8556,"Early Sample 3",0.455697373286557
"3998","lp36","BB_K13_-_hypothetical_protein","Early",1301.67,"Early Sample 3",3.11450089564199
"3999","lp36","BB_K15_-_antigen_P35","Early",595.058,"Early Sample 3",2.77455929825347
"4000","lp36","BB_K17_-_adenine_deaminase","Early",148.703,"Early Sample 3",2.17231973025903
"4001","lp36","BB_K19_-_lipoprotein","Early",145.127,"Early Sample 3",2.16174821781453
"4002","lp36","BB_K21_-_PF-32_protein","Early",217.238,"Early Sample 3",2.33693579581014
"4003","lp36","BB_K22_-_hypothetical_protein","Early",44.3456,"Early Sample 3",1.6468505353173
"4004","lp36","BB_K23_-_hypothetical_protein","Early",108.182,"Early Sample 3",2.03415500614038
"4005","lp36","BB_K24_-_PF-49_protein","Early",97.0258,"Early Sample 3",1.98688723228454
"4006","lp36","BB_K32_-_fibronectin-binding_protein","Early",28.9015,"Early Sample 3",1.46092038340767
"4007","lp36","BB_K33_-_hypothetical_protein","Early",6.07699,"Early Sample 3",0.783688521693969
"4008","lp36","BB_K34_-_hypothetical_protein","Early",115.46,"Early Sample 3",2.06243155316261
"4009","lp36","BB_K35_-_hypothetical_protein","Early",332.02,"Early Sample 3",2.52116424523423
"4010","lp36","BB_K40_-_hypothetical_protein","Early",1362.55,"Early Sample 3",3.13435244806844
"4011","lp36","BB_K41_-_hypothetical_protein","Early",5.51247,"Early Sample 3",0.741346238962079
"4012","lp36","BB_K42_-_hypothetical_protein","Early",67.0754,"Early Sample 3",1.82656327123999
"4013","lp36","BB_K45_-_immunogenic_protein_P37","Early",1502.39,"Early Sample 3",3.17678268424094
"4014","lp36","BB_K47_-_hypothetical_protein","Early",416.465,"Early Sample 3",2.61957850887469
"4015","lp36","BB_K48_-_immunogenic_protein_P37","Early",25.1386,"Early Sample 3",1.40034108762182
"4016","lp36","BB_K49_-_hypothetical_protein","Early",231.393,"Early Sample 3",2.36435021672742
"4017","lp36","BB_K50_-_immunogenic_protein_P37","Early",159.238,"Early Sample 3",2.20204671428748
"4018","lp36","BB_K52_-_lipoprotein","Early",5.76447,"Early Sample 3",0.760759383329491
"4019","lp36","BB_K53_-_outer_membrane_protein","Early",118.321,"Early Sample 3",2.07306183148112
"4020","lp36","BB_K54_-_hypothetical_protein","Early",40.8056,"Early Sample 3",1.61071976804597
"4021","lp38","BB_J0056_-_hypothetical_protein","Early",5.36432,"Early Sample 3",0.729514677100699
"4022","lp38","BB_J0058_-_hypothetical_protein","Early",8.93321,"Early Sample 3",0.951007543411084
"4023","lp38","BB_J08_-_surface_protein","Early",2076.32,"Early Sample 3",3.31729428729029
"4024","lp38","BB_J09_-_outer_surface_protein_D","Early",11446.2,"Early Sample 3",4.05866133008692
"4025","lp38","BB_J11_-_hypothetical_protein","Early",14.2935,"Early Sample 3",1.15513858600365
"4026","lp38","BB_J13_-_hypothetical_protein","Early",26.9073,"Early Sample 3",1.42987012088041
"4027","lp38","BB_J16_-_plasmid_partition_protein","Early",213.472,"Early Sample 3",2.32934091897249
"4028","lp38","BB_J17_-_PF-32_protein","Early",191.68,"Early Sample 3",2.28257680070922
"4029","lp38","BB_J18_-_PF-32_protein","Early",199.59,"Early Sample 3",2.30013877816571
"4030","lp38","BB_J19_-_hypothetical_protein","Early",472.556,"Early Sample 3",2.67445328173393
"4031","lp38","BB_J23_-_hypothetical_protein","Early",5.99415,"Early Sample 3",0.777727606703917
"4032","lp38","BB_J24_-_hypothetical_protein","Early",29.3039,"Early Sample 3",1.46692542362256
"4033","lp38","BB_J25_-_hypothetical_protein","Early",42.2134,"Early Sample 3",1.62545033300662
"4034","lp38","BB_J26_-_ABC_transporter_ATP-binding_protein","Early",24.0006,"Early Sample 3",1.38022209893794
"4035","lp38","BB_J27_-_efflux_ABC_transporter_permease","Early",110.343,"Early Sample 3",2.04274478735903
"4036","lp38","BB_J28_-_hypothetical_protein","Early",70.0541,"Early Sample 3",1.84543355796967
"4037","lp38","BB_J29_-_hypothetical_protein","Early",62.5279,"Early Sample 3",1.7960738431421
"4038","lp38","BB_J31_-_hypothetical_protein","Early",115.109,"Early Sample 3",2.06110928103666
"4039","lp38","BB_J34_-_lipoprotein","Early",694.462,"Early Sample 3",2.84164848673048
"4040","lp38","BB_J36_-_lipoprotein","Early",270.307,"Early Sample 3",2.43185729254301
"4041","lp38","BB_J37_-_hypothetical_protein","Early",4.39995,"Early Sample 3",0.64344774129358
"4042","lp38","BB_J41_-_antigen_P35","Early",1095.76,"Early Sample 3",3.03971544275287
"4043","lp38","BB_J42_-_hypothetical_protein","Early",1,"Early Sample 3",0
"4044","lp38","BB_J43_-_hypothetical_protein","Early",21.0486,"Early Sample 3",1.32322321501755
"4045","lp38","BB_J45_-_lipoprotein","Early",119.731,"Early Sample 3",2.07820660977061
"4046","lp38","BB_J46_-_hypothetical_protein","Early",28.2991,"Early Sample 3",1.45177262381938
"4047","lp38","BB_J47_-_hypothetical_protein","Early",54.0064,"Early Sample 3",1.73244522871162
"4048","lp38","BB_J48_-_hypothetical_protein","Early",44.4868,"Early Sample 3",1.64823116744002
"4049","lp5","BB_T01_-_hypothetical_protein","Early",1,"Early Sample 3",0
"4050","lp5","BB_T02_-_hypothetical_protein","Early",1,"Early Sample 3",0
"4051","lp5","BB_T03_-_hypothetical_protein","Early",1,"Early Sample 3",0
"4052","lp5","BB_T04_-_hypothetical_protein","Early",4.81187,"Early Sample 3",0.682313885699126
"4053","lp5","BB_T06_-_Sua5/YciO/YrdC/YwlC_family_protein","Early",2.77081,"Early Sample 3",0.44260674635941
"4054","lp5","BB_T07_-_outer_membrane_protein","Early",1.407573,"Early Sample 3",0.148470927626443
"4055","lp54","BB_A0078_-_lipoprotein","Early",30.0159,"Early Sample 3",1.47735136981995
"4056","lp54","BB_A03_-_outer_membrane_protein","Early",8850.11,"Early Sample 3",3.94694866867479
"4057","lp54","BB_A04_-_S2_antigen","Early",6.17877,"Early Sample 3",0.790902029234656
"4058","lp54","BB_A05_-_S1_antigen","Early",4.36467,"Early Sample 3",0.639951413540606
"4059","lp54","BB_A07_-_ChpAI_protein","Early",32.5675,"Early Sample 3",1.51278442181706
"4060","lp54","BB_A08_-_hypothetical_protein","Early",1821.61,"Early Sample 3",3.26045540173801
"4061","lp54","BB_A09_-_hypothetical_protein","Early",82.7885,"Early Sample 3",1.91797001391765
"4062","lp54","BB_A10_-_hypothetical_protein","Early",66.6635,"Early Sample 3",1.82388811146647
"4063","lp54","BB_A11_-_hypothetical_protein","Early",29.5411,"Early Sample 3",1.47042666277809
"4064","lp54","BB_A12_-_BlyA_family_holin","Early",13.7577,"Early Sample 3",1.13854583500418
"4065","lp54","BB_A13_-_hypothetical_protein","Early",95.2385,"Early Sample 3",1.97881254667769
"4066","lp54","BB_A15_ospA_outer_surface_protein_A","Early",30501.9,"Early Sample 3",4.48432689291449
"4067","lp54","BB_A16_ospB_outer_surface_protein_B","Early",30181.8,"Early Sample 3",4.47974513692255
"4068","lp54","BB_A19_-_hypothetical_protein","Early",656.732,"Early Sample 3",2.81738817828673
"4069","lp54","BB_A20_-_PF-32_protein","Early",508.837,"Early Sample 3",2.70657868344144
